customer_id,?column?
707e42b1-a1bd-4f72-acdb-6323b413b2b1,3000
90b17e66-9c64-4d45-8e1d-9719aa844f14,500
372cdf3d-ea55-42c2-93f2-a05d61d473fa,0
45c2a540-1552-43b1-a5f9-4490e35cb1f8,0
448f9d11-8965-4087-bc77-82908476294b,1000
1c9456a5-278c-401b-8cdc-216e50eb7d36,952
03d3bccf-1663-4583-b46d-2dd39ac9dd63,500
78ae9a50-338d-4975-b950-e9978f9f5c03,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2500
a2b76628-77ff-47b8-8caa-8c9e884b24a2,1500
78ae9a50-338d-4975-b950-e9978f9f5c03,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2500
90b17e66-9c64-4d45-8e1d-9719aa844f14,2000
90b17e66-9c64-4d45-8e1d-9719aa844f14,2000
f2e3c761-c9e0-44fc-aef1-3409f3a70955,800
84ae1f06-8c8f-4784-9541-5037e093770a,400
84ae1f06-8c8f-4784-9541-5037e093770a,3000
ec5428a9-44d3-4c0c-9cea-c616b39caff5,2000
707e42b1-a1bd-4f72-acdb-6323b413b2b1,3000
84ae1f06-8c8f-4784-9541-5037e093770a,1500
ec5428a9-44d3-4c0c-9cea-c616b39caff5,1500
2a45ac26-d8cf-4464-b52f-81bb26e53e97,1000
6599298b-f610-4a45-8a9c-6ba89fdbcc72,1000
2f3cb1bf-5446-4f43-b03b-b0328126aa67,1000
45c2a540-1552-43b1-a5f9-4490e35cb1f8,1431
c41f2e26-cede-4dbf-aa9d-98422c9f9b8c,1000
7fce50ae-a1df-4e5f-b8b5-250f87b8b253,1000
da6de671-bc5b-4aa4-b4dc-f599f2dd4ab5,952
33c3627d-d483-4d61-af24-413772997d9e,952
84ae1f06-8c8f-4784-9541-5037e093770a,2000
f8c3c7b3-471f-44b1-a9e8-18a11b02715a,200
f8c3c7b3-471f-44b1-a9e8-18a11b02715a,3000
dfcc2ce7-f1f9-4ba9-ae7f-8dfd639a6d7a,2650
f8c3c7b3-471f-44b1-a9e8-18a11b02715a,3000
f8c3c7b3-471f-44b1-a9e8-18a11b02715a,3000
5c4e764d-cd8c-4ad8-aa97-c5fa32c73b91,0
108e399f-1117-487e-8b04-27ac3ad41f04,0
45c2a540-1552-43b1-a5f9-4490e35cb1f8,0
45c2a540-1552-43b1-a5f9-4490e35cb1f8,0
cfa9ceb8-83c3-44e2-8cb2-2e871e7a320b,300
bc0852ca-e2be-4afc-a65d-eed6a9f173bb,2000
bc0852ca-e2be-4afc-a65d-eed6a9f173bb,2000
84ae1f06-8c8f-4784-9541-5037e093770a,2000
d1fdad80-8ede-42de-8cd6-efc7ac795f32,2000
d1fdad80-8ede-42de-8cd6-efc7ac795f32,2000
d1fdad80-8ede-42de-8cd6-efc7ac795f32,2000
