,customer_id,loads,balances,p
0,4d16cbe9-a40a-44da-9ef7-e283effaaa38,50000,0.0,100.0
1,f92bf947-c900-4d8f-8732-a3b02eb33e8d,3000,0.0,100.0
2,ccb474cd-2095-487e-89fb-e610f0cc1386,3000,0.0,100.0
3,fc5b4356-bc62-461a-a258-2b4330fb3bd3,3000,355.0,88.16666666666667
4,3c12c463-8601-4dbe-ac93-08a39290f285,3000,500.0,83.33333333333334
5,b4fd5d14-1857-4428-b696-c12106dfab93,3000,0.0,100.0
6,0b49adc3-c677-42e3-a377-a3dbbe99ccaa,2000,0.0,100.0
7,e34a2052-a1a3-4280-85f0-8833b86a8a31,3000,0.0,100.0
8,c8ec9d75-c65f-441d-b044-4b5f73924013,3000,0.0,100.0
9,b45c99fa-ad93-4368-a4f2-0489747413e7,3000,0.0,100.0
10,391da86f-467a-4f0b-842d-a066c00cc374,3000,0.0,100.0
11,c704e70f-2193-4a5c-b7c8-aac0c3b55af8,2800,0.0,100.0
12,6fe49b98-dad3-4322-8d93-e9bc751fd327,3000,0.0,100.0
13,b0d96505-8185-4bd4-8f73-2a34dd131cc8,2900,0.0,100.0
14,4cde84e2-8da2-4bda-93b8-38da487f3aa5,3000,0.0,100.0
15,8e33cc13-83d7-4542-8350-74df945387e4,3000,22.0,99.26666666666667
16,09bca75e-15a2-4ebf-a018-b8e31501d9ab,3000,0.0,100.0
17,586a31b0-ae3b-4bfd-b778-b93f3906cb84,3000,0.0,100.0
18,af4d6890-ada2-4f31-9866-4a6236de26a3,2800,650.0,76.78571428571429
19,6513aced-ae67-423e-b7cb-d03213a4caaa,2700,0.0,100.0
20,d0dd11ba-63df-44dd-b8dd-cfac9cde872e,2900,0.0,100.0
21,5d7e6a31-32a8-44b2-845b-75e261f78ce4,3000,0.0,100.0
22,29e30938-849e-47ea-b73f-f5e9a21ffd84,3000,0.0,100.0
23,275d378a-e6a5-4738-9517-f69f921e6944,2900,153.0,94.72413793103448
24,4bf19449-9adc-4a28-a5c5-ae29f72d4882,2800,0.0,100.0
25,c72efb15-cd43-4634-be23-e21ff8875213,1700,12.0,99.29411764705883
26,c0106086-4b4d-451d-aa4e-aad9665334e2,2800,0.0,100.0
27,c28115c9-6f29-471f-a53f-1cf1397d0b64,3000,0.0,100.0
28,c31c8bf7-1796-4e26-aa60-49e73d92fd02,3000,0.0,100.0
29,aeba340f-dbb5-4c48-93b4-4ac78b4424df,2600,0.0,100.0
30,97c8c428-38ca-4cfa-b4f0-5ea96066209f,3000,0.0,100.0
31,88ccd157-08e6-4301-a02d-269ccb5c9dba,2200,200.0,90.9090909090909
32,dba92b02-8935-46c9-8e5d-475bd5aa2ee4,3000,0.0,100.0
33,3a459b5f-13b6-490c-8553-000c77758afe,2900,0.0,100.0
34,474261a6-a41b-4df1-a74f-2cd17da2bc96,5100,0.0,100.0
35,be562d6f-a501-4160-8d55-aedded02874e,3000,0.0,100.0
36,78afa243-690e-4ac6-beff-2c591ff2bdb7,3000,0.0,100.0
37,3b94b5fc-f964-4404-ba80-5c02b1242fba,3000,0.0,100.0
38,64d3f80f-cfee-4349-8867-20cee54e5964,2000,0.0,100.0
39,1c04998f-48d0-4140-8c75-f31d7cdd24a6,2700,0.0,100.0
40,edf2757f-53e0-41d7-b9ae-1021f4dca840,2800,0.0,100.0
41,9b47679a-5333-447a-bcf7-54e82a105df9,2800,0.0,100.0
42,5acb4e61-abd7-4a25-9d00-36f090eb101f,3000,0.0,100.0
43,ed9de1fe-32a7-4fc2-ae99-54378a4e66ce,1500,0.0,100.0
44,2ec65e5a-f43a-4f78-972e-9fb33613f84e,3000,418.0,86.06666666666666
45,820825ba-8c6f-45cc-9740-9a5389bd8cc7,3000,480.0,84.0
46,1d57e38d-421b-4b42-b7e3-9608577deccd,2900,0.0,100.0
47,82420704-7c08-485b-87a6-14f99d5fc430,2900,0.0,100.0
48,f36fe8c8-6dee-45ee-914a-7db40c3de38e,2200,0.0,100.0
49,0a88e32c-dbe2-4642-8c6f-54ea7d4a772a,2900,528.0,81.79310344827586
50,1a9740eb-859f-4c25-9c1c-d69fac6998d4,2600,600.0,76.92307692307693
51,1092603e-fb1c-491c-961f-32ca45150f3e,3000,9.0,99.7
52,44fb1ad1-da18-41e8-9576-8b977971266e,1700,200.0,88.23529411764706
53,7dfbe7f0-5099-4e99-83df-580916fc5019,3000,0.0,100.0
54,c639ddab-8f88-4805-a047-34f8651e3d16,3000,0.0,100.0
55,de32fd7c-fc39-4de6-b1af-2a5743c4840c,3000,0.0,100.0
56,e120e496-be08-40dd-be67-e599d4bc3327,3000,0.0,100.0
57,48596772-0720-4f0f-ac3a-7d5edaab7619,3000,399.0,86.7
58,b00076c1-bbd6-4f26-ad7b-ca2f09b7b7b2,3000,0.0,100.0
59,5bced36d-eafe-4b04-a2d2-26253623cf89,2300,365.0,84.1304347826087
60,a4985890-b3bc-4f34-8670-14d6fe585641,2800,0.0,100.0
61,e40795aa-4ac1-436b-80e0-0add3cecc399,3000,420.0,86.0
62,0a6ca528-6849-4b97-8abf-4965514e93f0,2600,0.0,100.0
63,331aaa69-1220-48ff-82da-d6d9f8c9fa57,2000,0.0,100.0
64,027cb72b-5531-49bd-a189-c79a0c943f40,5300,0.0,100.0
65,6f86568c-4ffa-4d06-a979-da9653aac209,2600,500.0,80.76923076923077
66,c4261dbd-ceed-4c94-8e13-b13ef5918d12,2400,243.0,89.875
67,3c0ec75c-e107-4368-b1b1-c131b6244e11,2800,0.0,100.0
68,60a3131f-d4ff-49e6-837d-477f1dbcb821,3000,0.0,100.0
69,ce196bf5-98dd-4153-abe1-a62f137c5b63,2700,200.0,92.5925925925926
70,48536b58-f967-4674-b0ce-e056ae6fab75,3000,0.0,100.0
71,df5909a4-8f48-4282-bec7-a3727a5bb7c3,3000,216.0,92.80000000000001
72,210e4d09-ab27-426d-a157-dee642e08617,3000,0.0,100.0
73,5897c216-f794-4b61-aacb-532046dbdb9d,2600,149.0,94.26923076923077
74,f6ce829f-cdaf-4c56-9624-757bcb18382b,2600,4.0,99.84615384615385
75,6e32663f-0543-4eee-baaf-34d818e63e1f,3000,4.0,99.86666666666667
76,d314e192-170a-44cb-b265-b687692e3108,3000,0.0,100.0
77,7c880f3a-1154-4f48-8673-2f464e85edf7,2300,300.0,86.95652173913044
78,4c689abe-9fa0-436a-bcc8-f81c96cbbb4e,3000,150.0,95.0
79,de66087c-3d47-4afd-a960-8ebdd7bb388b,3000,0.0,100.0
80,44a3f87c-b345-4175-9d96-633d771cfbf9,3000,15.0,99.5
81,5a752cde-1a05-40dd-9e2e-19f98ad8afd3,2600,0.0,100.0
82,bb2958ef-8537-48c2-86e7-c22ab852e835,2600,600.0,76.92307692307693
83,90ddee25-b4d1-4eac-860a-79ef9ebf2219,2000,500.0,75.0
84,e0b6b612-9932-4d09-9f57-a5c62f3354d0,2800,599.0,78.60714285714285
85,ad0a0fc5-d1a0-4108-9c22-d41058e01ebe,5000,0.0,100.0
86,2fa15530-3df9-4128-b570-7f8007bb98df,5700,0.0,100.0
87,99c30039-6fe9-4131-85e0-f179eb9b896c,3000,35.0,98.83333333333333
88,1bfb1d5a-5e73-4046-ac02-e8f6feebe1d0,2700,0.0,100.0
89,705e1d01-47a0-4f16-92ec-5d3883ad1f7f,3000,0.0,100.0
90,f466537c-b578-4f0f-80c6-87fbcd54517c,2700,300.0,88.88888888888889
91,7326d819-c59e-4bd9-ac3f-fe8c884dbb34,2900,0.0,100.0
92,588100ed-f264-4aaf-9425-3ae81f18aad9,2500,124.0,95.04
93,fe4d7146-c214-4d34-9a5a-1a6ce6f786b1,3000,0.0,100.0
94,e0f1ac96-5d4c-4a21-9530-257a0f724462,2750,0.0,100.0
95,bdc4586f-e8c8-4fc3-ac0a-bebae82df830,3000,0.0,100.0
96,0c551147-6b2b-4bdc-a046-41c34b38472a,1500,0.0,100.0
97,2b45808b-3123-4c58-a740-cd8243bb5a85,2900,0.0,100.0
98,a0f88205-aaab-4391-af5e-122240a19bbe,2900,20.0,99.3103448275862
99,0815e055-df78-4d63-8bc4-24cd0fd10a81,3000,0.0,100.0
100,067248ba-7cca-40ad-8eb7-c603a22bde01,2900,0.0,100.0
101,c02f612d-6e83-4735-82dd-84c273d55625,2600,0.0,100.0
102,742047f0-b1a4-492e-b59d-9f3e636f50c8,2600,0.0,100.0
103,16769d06-c4a1-4398-be4d-2b47ef6056cd,3000,0.0,100.0
104,6d407fb0-e4fb-4920-b3bf-36626b871cf2,2900,0.0,100.0
105,5b4c5d15-4f53-4e15-b391-951d261ade44,3000,250.0,91.66666666666666
106,f60f4767-c52d-4776-b53a-a27a82939b6c,100,0.0,100.0
107,fbdd7ccc-61be-4aca-b039-201c115e8c2d,5300,0.0,100.0
108,2d8bd2eb-aa96-4846-bf45-8c91b5d4c204,2300,0.0,100.0
109,94d21d97-aee9-4203-92ef-0f0cbce28b2d,3000,0.0,100.0
110,4171ad0e-14e3-4f76-9dba-736bcfff9ac1,3000,0.0,100.0
111,cf484362-f0a6-4cb3-bc4f-fda7f78c086e,3000,700.0,76.66666666666667
112,2f8a56c6-7181-44ba-b917-6aa8b64e167c,1850,50.0,97.2972972972973
113,29ca5d4a-dad2-4c31-be68-2204c33c8283,2900,0.0,100.0
114,de546778-2180-487a-ac30-c567c9788937,2900,0.0,100.0
115,06d28838-f043-43cf-b2c3-0ed5201dd954,1800,0.0,100.0
116,d78ae064-1eac-4661-8299-1d1702558f81,2900,278.0,90.41379310344828
117,5d2cd0ab-6160-42e1-8f0d-3f65d16b5466,2800,602.0,78.5
118,972e9f26-44da-4675-8f97-221311bd0eab,2500,0.0,100.0
119,5a10e554-9368-45d1-a014-90a4c8b65c1a,2800,100.0,96.42857142857143
120,26d850b3-99de-4368-8995-012684b52a0f,2000,420.0,79.0
121,0d97e111-d771-4aac-875d-ec3fb46ddc56,3000,0.0,100.0
122,0951cfc8-0662-4786-a63a-25f6ad1641d4,3000,12.0,99.6
123,33052ff1-3e25-4ef7-b60f-3c8d63616beb,2900,0.0,100.0
124,7b6e6ab6-2856-44ae-ab38-47d51aac92a4,2900,289.0,90.0344827586207
125,bf16e910-5d97-4147-9adb-916476565b5c,3000,0.0,100.0
126,2ff5eca1-a345-4dbb-a1c9-73fc8ab9e164,3000,0.0,100.0
127,ba4e8924-93a4-4a63-bcfe-df77ce75f957,4200,1000.0,76.19047619047619
128,43b4f999-4283-4675-adae-fc2402ddafbd,3000,0.0,100.0
129,8fe535fc-e60a-44ac-b92e-e18b7d60c006,3000,0.0,100.0
130,418a4179-bb60-4336-adf1-a20cdbab10da,3000,0.0,100.0
131,b98b57e3-31c0-437b-81d8-55b39d3dff30,2400,0.0,100.0
132,4f90c22c-6a24-4541-b7cd-8bdc9b6f47e4,2700,100.0,96.29629629629629
133,287084cd-84d0-4130-bed3-b90aeaf438da,3000,0.0,100.0
134,58b635fe-a95d-4b46-8e1a-70cbfe944fae,1500,7.0,99.53333333333333
135,a2a72743-c3de-444b-af61-c8a4ea998164,1400,0.0,100.0
136,758277b7-1aed-437a-97de-62118725e6a2,4800,0.0,100.0
137,47d20569-f775-46e9-8910-71ea8cf22ad3,3000,704.0,76.53333333333333
138,a7924883-bab4-4bad-873c-e8bfb1f371e8,1000,0.0,100.0
139,67ccd2ec-35b8-4e22-9e30-a3ecbed5b778,3200,0.0,100.0
140,b693496c-efde-4de5-a9a7-adf71555f64c,3000,15.0,99.5
141,96076182-790a-48d3-bfc3-3a00fb8730de,2700,0.0,100.0
142,9820c98f-41b4-46bd-b9d0-9ac895d1fe58,3000,0.0,100.0
143,7ca1eb0a-5eab-44db-ba8e-4fc0d2321675,4200,0.0,100.0
144,7fa776ec-62f5-404b-8523-72a41469f3ab,2900,100.0,96.55172413793103
145,3ddffbb8-608b-476c-a56f-75f7e347c703,3000,0.0,100.0
146,4eb9c7c1-1f8a-4663-b9c7-7f90b86a8106,3000,254.0,91.53333333333333
147,fb3bd57d-2150-466e-af19-85769e36447f,3000,0.0,100.0
148,770b7a75-c79a-46bd-a12d-6c13cd9f2f29,3000,54.0,98.2
149,86462a5d-4b26-49b7-b1f9-fc0948517d34,2400,0.0,100.0
150,ce408c66-071e-4296-9d1d-750fce989390,2700,0.0,100.0
151,d26914d8-006e-49ea-bd56-1fc6a5387fee,2500,300.0,88.0
152,c8724ba9-8a37-4f83-933e-69e1f65cfd8c,2000,0.0,100.0
153,8bb30326-95f9-456d-9e10-a94b25d7d99c,2000,500.0,75.0
154,37ba1c8b-5b2c-4355-b83b-c9a445f10b12,3000,518.0,82.73333333333333
155,0e6c05ab-cdf4-4956-a963-934df20831d7,2300,100.0,95.65217391304348
156,cf931c29-21a7-4378-90c5-d01e00cb5ae4,3000,0.0,100.0
157,51e1609c-0f3d-4221-bec1-cb74fd16d3ce,1800,0.0,100.0
158,a30a1930-6075-4761-93dd-d12b50a8a783,2600,414.0,84.07692307692308
159,95688bb6-c870-4134-b9d5-1ad291bf0784,3000,0.0,100.0
160,252ea83c-66eb-405a-8f4a-7083c6c26864,2300,0.0,100.0
161,499b497e-6a0e-48ef-a099-e07e8c5eb864,3000,300.0,90.0
162,b35ec3a1-c93b-434c-9cc8-4d2a89140e6c,1500,0.0,100.0
163,f34f3d1e-df1a-44a8-9a7e-cb9f6735da41,2200,0.0,100.0
164,6cec0498-2043-4285-82b8-e00d539cc5df,2400,400.0,83.33333333333334
165,f4aec44a-20cc-4b57-afdf-c7683063ea16,900,3.0,99.66666666666667
166,77ad6608-c6c4-4d69-8fb4-15f4971c4dd9,1200,85.0,92.91666666666667
167,45a5bb7a-4dac-4a61-a159-179dc694074f,500,10.0,98.0
168,7315d2cf-f9ed-41af-8601-d0650b47467c,700,0.0,100.0
169,935a6203-1ea0-4a67-9ecb-f39e93fe5128,2300,270.0,88.26086956521739
170,d1b4b7f4-e340-471b-a516-f459df96a41e,2400,20.0,99.16666666666667
171,98467fce-916a-401d-8605-e1bf8d863b15,1000,0.0,100.0
172,20cd09e0-b823-468e-8e5a-10484c60ad09,3000,174.0,94.19999999999999
173,2c18450a-2d78-4fe1-ab96-06e6522f3782,2900,65.0,97.75862068965517
174,615c3e3a-62a1-489f-898c-cb673d7b176c,3500,0.0,100.0
175,79bb23dd-cb6d-454e-8938-2587bce6f95c,2500,0.0,100.0
176,d7cd3633-bef5-43d1-8237-6f3e58e90c58,2400,0.0,100.0
177,ba287946-17f5-4764-b6ac-6dda562e994f,3000,337.0,88.76666666666667
