,customer_id,loads,balances,p
0,ccb474cd-2095-487e-89fb-e610f0cc1386,3000,0.0,100.0
1,fc5b4356-bc62-461a-a258-2b4330fb3bd3,3000,355.0,88.16666666666667
2,3c12c463-8601-4dbe-ac93-08a39290f285,3000,500.0,83.33333333333334
3,b4fd5d14-1857-4428-b696-c12106dfab93,3000,0.0,100.0
4,0b49adc3-c677-42e3-a377-a3dbbe99ccaa,2000,0.0,100.0
5,e34a2052-a1a3-4280-85f0-8833b86a8a31,3000,0.0,100.0
6,391da86f-467a-4f0b-842d-a066c00cc374,3000,0.0,100.0
7,6fe49b98-dad3-4322-8d93-e9bc751fd327,3000,0.0,100.0
8,b0d96505-8185-4bd4-8f73-2a34dd131cc8,2900,0.0,100.0
9,4cde84e2-8da2-4bda-93b8-38da487f3aa5,3000,0.0,100.0
10,586a31b0-ae3b-4bfd-b778-b93f3906cb84,3000,0.0,100.0
11,d0dd11ba-63df-44dd-b8dd-cfac9cde872e,2900,0.0,100.0
12,29e30938-849e-47ea-b73f-f5e9a21ffd84,3000,0.0,100.0
13,275d378a-e6a5-4738-9517-f69f921e6944,2900,153.0,94.72413793103448
14,c31c8bf7-1796-4e26-aa60-49e73d92fd02,3000,0.0,100.0
15,97c8c428-38ca-4cfa-b4f0-5ea96066209f,3000,0.0,100.0
16,dba92b02-8935-46c9-8e5d-475bd5aa2ee4,3000,0.0,100.0
17,3a459b5f-13b6-490c-8553-000c77758afe,2900,0.0,100.0
18,be562d6f-a501-4160-8d55-aedded02874e,3000,0.0,100.0
19,78afa243-690e-4ac6-beff-2c591ff2bdb7,3000,0.0,100.0
20,3b94b5fc-f964-4404-ba80-5c02b1242fba,3000,0.0,100.0
21,64d3f80f-cfee-4349-8867-20cee54e5964,2000,0.0,100.0
22,edf2757f-53e0-41d7-b9ae-1021f4dca840,2800,0.0,100.0
23,5acb4e61-abd7-4a25-9d00-36f090eb101f,3000,0.0,100.0
24,ed9de1fe-32a7-4fc2-ae99-54378a4e66ce,1500,0.0,100.0
25,2ec65e5a-f43a-4f78-972e-9fb33613f84e,3000,418.0,86.06666666666666
26,820825ba-8c6f-45cc-9740-9a5389bd8cc7,3000,480.0,84.0
